no;brand;name;new_price;ml;concentration;department;scents;base_note;middle_note;combined_notes;note_length;unique_words;cluster
692;J.CASANOVA;Paris Vivaldi;90;100;EDP;Women;fruity;cedar moss musk amber sandalwood;lilyofthevalley rose jasmine narcissus orchid;fruity cedar moss musk amber sandalwood lilyofthevalley rose jasmine narcissus orchid;85;11;2
693;Calvin Klein;Beauty;118;100;EDP;Women;floral;virginia cedar;jasmine;floral virginia cedar jasmine;29;4;0
694;LACOSTE;Essential;148;125;EDT;Men;citrus;sandalwood patchouli;pepper rose;citrus sandalwood patchouli pepper rose;39;5;0
695;Rasasi;Al Wisam Day;84;100;EDP;Men;oriental;amber musk oakmoss agarwood oud;rose clary sage sandalwood cedar;oriental amber musk oakmoss agarwood oud rose clary sage sandalwood cedar;73;11;2
696;Rasasi;Shuhrah;77;90;EDP;Men;floral;amber musk oakmoss agarwood leathery;rose sandalwood cedarjasmine;floral amber musk oakmoss agarwood leathery rose sandalwood cedarjasmine;72;9;2
697;cacharel;Yes I Am ED;8;2;EDT;Women;jasmine;milk sandalwood cardamom;ginger flower jasmine gardenia;jasmine milk sandalwood cardamom ginger flower jasmine gardenia;63;7;0
698;GUCCI;Guilty Black;218;90;EDT;Men;spicy;patchouli;orange flower;spicy patchouli orange flower;29;4;0
699;CHANEL;Bleu De Chanel;245;100;EDT;Men;citrus;labdanum sandalwod patchouli vetiver incense cedar white musk;ginger iso e super nutmeg jasmine;citrus labdanum sandalwod patchouli vetiver incense cedar white musk ginger iso e super nutmeg jasmine;102;15;2
700;Dolce & Gabbana;Pour Femme;195;100;EDP;Women;floral;guimave vanilla heliotrope sandalwood;jasmine orange blossom;floral guimave vanilla heliotrope sandalwood jasmine orange blossom;67;8;2
701;Arabian Oud;Sheikh Al Shuyukh;54;100;EDP;Men;woody;vetiver patchouli;lavender sage rosemary;woody vetiver patchouli lavender sage rosemary;46;6;0
702;S.T.Dupont;Essence Pure;91;100;EDT;Women;citrus;amber patchouli vanilla cedar;jasmine rose;citrus amber patchouli vanilla cedar jasmine rose;49;7;0
703;ISSEY MIYAKE;L'eau D'issey Pour Homme;155;125;EDT;Men;floral;coriander;nutmeg;floral coriander nutmeg;23;3;0
704;CHANEL;Bleu De Chanel;374;100;EDP;Men;woody;incense amber cedar sandalwood patchouli labdanum amber wood;ginger jasmine nutmeg melon;woody incense amber cedar sandalwood patchouli labdanum amber wood ginger jasmine nutmeg melon;94;12;2
705;Lattafa;Musk Mood;48;100;EDP;Unisex;woody;musk incense amber resins woody note;patchouli caramel agarwood oud floral notes;woody musk incense amber resins woody note patchouli caramel agarwood oud floral notes;86;12;2
706;Yves Saint Laurent;Black Opium;364;90;EDP;Women;vanilla;musk white wood;jasmine tea orrange blossom coffee;vanilla musk white wood jasmine tea orrange blossom coffee;58;9;0
707;CARTIER;Baiser Vole;227;100;EDP;Women;floral;green leaves of lily;essences of rare elegant lily flower;floral green leaves of lily essences of rare elegant lily flower;64;9;0
708;Elizabeth Arden;Red Door;128;100;EDT;Women;floral;honey sandalwood vetiver;orchid jasmine lilyofthe valley orange blossomwild violet freesia;floral honey sandalwood vetiver orchid jasmine lilyofthe valley orange blossomwild violet freesia;97;12;2
709;GUESS;Seductive;86;75;EDT;Women;spicy;vanille olibanum cashmere wood;jasmine african orange flower orris root;spicy vanille olibanum cashmere wood jasmine african orange flower orris root;77;11;2
710;Dolce & Gabbana;The One;189;100;EDT;Men;spicy;amber cedar toacco;ginger orange blossom cardamom;spicy amber cedar toacco ginger orange blossom cardamom;55;8;0
711;NINA RICCI;Mademoiselle Ricci;117;50;EDP;Women;floral;white wood musk amber cedar violet;nerium oleander rose hip laurels;floral white wood musk amber cedar violet nerium oleander rose hip laurels;74;12;2
712;JAGUAR;Classic Black;60;100;EDT;Men;aromatic;sandalwood oakmoss tonka beans virginia cedar vetiver musk;cardamom black tea leaves geranium nutmeg;aromatic sandalwood oakmoss tonka beans virginia cedar vetiver musk cardamom black tea leaves geranium nutmeg;109;15;2
713;Creation Lamis;Above The Law;28;100;EDT;Men;woody;haitian vetiver tonka bean amberwood;guatemalan cardamom juniper apple geranium;woody haitian vetiver tonka bean amberwood guatemalan cardamom juniper apple geranium;85;11;2
714;GIORGIO ARMANI;Si;261;100;EDP;Women;floral;patchouli vanilla ambroxan woody notes;may rose neroli absolute davana osmanthus;floral patchouli vanilla ambroxan woody notes may rose neroli absolute davana osmanthus;87;12;2
715;DIESEL;Plus Plus Masculine;30;75;EDT;Men;spicy;vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean anise;jasmine birch sage cardamom coriander lilyofthevalley violet green notes;spicy vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean anise jasmine birch sage cardamom coriander lilyofthevalley violet green notes;160;22;1
716;JAGUAR;Classic Blue;67;100;EDT;Men;spicy;sandalwood benzoin white musk;ginger orange blossom lotus;spicy sandalwood benzoin white musk ginger orange blossom lotus;63;9;0
717;Van Cleef & Arpels;First;181;100;EDP;Women;floral;honey tonka beans amber sandalwood musk civet vanilla oakmoss vetiver;carnation tuber rose orchid orris root jasmine hiacynth rose ylang ylang narcissus lily;floral honey tonka beans amber sandalwood musk civet vanilla oakmoss vetiver carnation tuber rose orchid orris root jasmine hiacynth rose ylang ylang narcissus lily;164;22;1
718;BURBERRY;Body Tender;114;85;EDT;Women;floral;cashmeran amber musk;dewy english roses white jasmine sandalwood;floral cashmeran amber musk dewy english roses white jasmine sandalwood;71;10;2
719;Calvin Klein;Eternity;95;100;EDT;Men;floral;sandalwood vetiver rosewood ambergris;jasmine geranium sage;floral sandalwood vetiver rosewood ambergris jasmine geranium sage;66;8;0
720;Ferrari;Scuderia Red;97;125;EDT;Men;fruity;cedar sandalwood moss vanilla;jasmine geranium orris nutmeg;fruity cedar sandalwood moss vanilla jasmine geranium orris nutmeg;66;9;0
721;GUESS;Marciano;83;100;EDP;Women;citrus;powdery vanilla musk woody accords;peony pink honeysuckle intensively clean sweet jasmine;citrus powdery vanilla musk woody accords peony pink honeysuckle intensively clean sweet jasmine;96;13;2
722;TOMMY HILFIGER;Tommy Girl;122;100;EDT;Women;citrus;desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood wild heather;grapefruit citrus orchards crisp green notes honeysuckle butterfly violets;citrus desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood wild heather grapefruit citrus orchards crisp green notes honeysuckle butterfly violets;169;21;1
723;Rasasi;Oud Al Misk;59;100;EDP;Women;oriental;cedar vetiver patchouli sandalwood ambergris musk;geranium jasmine;oriental cedar vetiver patchouli sandalwood ambergris musk geranium jasmine;75;9;2
724;Alina Corel;Beach Palm;24;100;EDP;Women;fresh;himalayan cedar warm woman skin accord sandal incense;heliotrope jasmine in an alliance hibiscus blossom bulgarian rose;fresh himalayan cedar warm woman skin accord sandal incense heliotrope jasmine in an alliance hibiscus blossom bulgarian rose;125;18;1
725;Estee Lauder;Pleasures;169;100;EDP;Women;fruity;cedar musk patchouli sandalwood;jasmine lilac lily lily of valley peony rose;fruity cedar musk patchouli sandalwood jasmine lilac lily lily of valley peony rose;83;12;2
726;Rasasi;Romance;37;45;EDP;Women;floral;powdery;fruity woody;floral powdery fruity woody;27;4;0
727;LALIQUE;Encre Noire;134;100;EDT;Men;woody;cashmere wood musk;haiti vetiver bourbon vetiver;woody cashmere wood musk haiti vetiver bourbon vetiver;54;7;0
728;TESORI D´ORIENTE;Lotus Flower Aromatic Par;33;100;EDT;Unisex;floral;vanilla woodsy notes sandalwood musk;jasmine lotus tuberose lily of valley;floral vanilla woodsy notes sandalwood musk jasmine lotus tuberose lily of valley;81;12;2
729;LALIQUE;Encre Noire;136;100;EDT;Men;woody;cashmere wood musk;haitian vetiver;woody cashmere wood musk haitian vetiver;40;6;0
730;LALIQUE;Amethyst Exquise;202;100;EDP;Women;floral;woody notes;orchid;floral woody notes orchid;25;4;0
731;Franck Olivier;Oud Touch;85;100;EDP;Men;woody;amber musk vanilla;violet patchouli rose jasmine olibanum;woody amber musk vanilla violet patchouli rose jasmine olibanum;63;9;0
